id,ground_truths,query,original_answers,reranked_answers,hit_at_1,hit_at_5,mrr,recall_at_20
789,"[1458144, 1458680, 1654940]","Show me the papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls' that focus on the use of tapered scintillator arrays for resolution enhancement.","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1394435, 1448591, 1497679, 1582531, 1571547, 1657678, 1525817, 1253227, 1481534]","[1411993, 1494014, 1269667, 1742112, 1394435, 1451019, 1683211, 1558788, 1369290, 1531950, 1249660, 1193067, 1448591, 1497679, 1582531, 1571547, 1657678, 1525817, 1253227, 1481534]",0.0,0.0,0.0,0.0
4001,"[1762594, 1677874, 1217998]",Are there any Meteorology research papers from Central Queensland University that concentrate on rainfall forecasting?,"[1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1528609, 1451283, 1590096, 1416193, 1304878, 1226456, 1602652, 1432941]","[1363430, 1339339, 1189278, 1528609, 1451283, 1590096, 1416193, 1304878, 1226456, 1602652, 1432941, 1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276]",0.0,0.0,0.0,0.0
2969,"[1832657, 1775190, 1317767]","Could you locate publications that have a common coauthor with ""Measuring temperatures in a high concentration solar simulator – Demonstration of the principle"", belong to the same research area, and discuss a methodology for measuring surface temperatures in concentrated solar power systems?","[1317767, 1832657, 1814051, 1761939, 1783274, 1299024, 1374695, 1391911, 1816697, 1288350, 1237461, 1382273, 1687439, 1649891, 1407625, 1763714, 1705547, 1645105, 1851177, 1775190]","[1832657, 1299024, 1649891, 1645105, 1761939, 1391911, 1374695, 1816697, 1288350, 1407625, 1705547, 1775190, 1814051, 1783274, 1382273, 1687439, 1317767, 1237461, 1763714, 1851177]",1.0,1.0,1.0,1.0
11758,[1773212],Does any research from Lycoming College relate to the field of Null Hypothesis and incorporate permutation entropy as a tool to describe the dynamics studied?,"[1773212, 1461139, 1520445, 1207119, 1272146, 1827735, 1253564, 1793528, 1863274, 1306467, 1610494, 1380921, 1451202, 1845671, 1202176, 1326375, 1867684, 1776984, 1815382, 1536652]","[1773212, 1461139, 1845671, 1867684, 1776984, 1815382, 1536652, 1520445, 1207119, 1272146, 1827735, 1253564, 1793528, 1863274, 1306467, 1610494, 1380921, 1451202, 1202176, 1326375]",1.0,1.0,1.0,1.0
9931,[1285972],Show me research from Kafrelsheikh University on the topic of thermal bending in nanobeams.,"[1531680, 1564026, 1491443, 1537470, 1774277, 1510400, 1306472, 1241398, 1513562, 1442783, 1467291, 1245521, 1493777, 1368761, 1407793, 1392322, 1452406, 1814162, 1382101, 1453086]","[1510400, 1241398, 1513562, 1245521, 1493777, 1368761, 1407793, 1392322, 1452406, 1814162, 1382101, 1453086, 1531680, 1564026, 1491443, 1537470, 1774277, 1306472, 1442783, 1467291]",0.0,0.0,0.0,0.0
4670,[1402725],"Publications authored by colleagues of the authors of ""The crystalline fraction of interstellar silicates in starburst galaxies"" that examine spectroscopic observations of the cool evolved stars in M32 using data from 2015.","[1402725, 1347364, 1358922, 1419744, 1814065, 1552014, 1214108, 1672549, 1330994, 1475294, 1305597, 1576515, 1209714, 1601261, 1567148, 1668272, 1786451, 1620715, 1653222, 1739706]","[1402725, 1347364, 1358922, 1814065, 1552014, 1214108, 1672549, 1330994, 1305597, 1209714, 1601261, 1653222, 1419744, 1475294, 1576515, 1567148, 1668272, 1786451, 1620715, 1739706]",1.0,1.0,1.0,1.0
2501,"[1568708, 1830229]",Search for publications by Andrew D. Elvidge on the topic of terrain-induced turbulence.,"[1830229, 1858978, 1568708, 1553462, 1400234, 1332339, 1533359, 1450078, 1832111, 1443686, 1407481, 1581436, 1776688, 1237986, 1379971, 1670165, 1309842, 1391693, 1360926, 1676774]","[1830229, 1568708, 1553462, 1400234, 1332339, 1533359, 1450078, 1832111, 1443686, 1407481, 1581436, 1776688, 1237986, 1379971, 1670165, 1309842, 1391693, 1360926, 1676774, 1858978]",1.0,1.0,1.0,1.0
3911,[1561428],"What are some papers that ""Trigger Performance Simulation of a High Speed ADC-Based TOF-PET Read-Out System"" cites to validate the GEANT4 optical models?","[1561428, 1561851, 1491658, 1382502, 1346555, 1315645, 1551690, 1742368, 1179627, 1445716, 1222252, 1283818, 1767240, 1553732, 1255965, 1451042, 1466270, 1403543, 1578083, 1614518]","[1561428, 1561851, 1382502, 1315645, 1742368, 1179627, 1222252, 1283818, 1767240, 1553732, 1255965, 1451042, 1466270, 1491658, 1346555, 1551690, 1445716, 1403543, 1578083, 1614518]",1.0,1.0,1.0,1.0
284,"[1727504, 1374852, 1391548, 1839630]","I'm looking for research articles related to Schottky Barrier Diode Structures (SBDS), specifically focusing on the impact of an insulator layer on the performance and characteristics of Schottky barrier diodes.","[1359952, 1236071, 1641828, 1270684, 1335739, 1428781, 1430738, 1751915, 1415482, 1810725, 1485593, 1600636, 1436343, 1191417, 1180488, 1653811, 1360098, 1208670, 1727504, 1763552]","[1653811, 1208670, 1727504, 1236071, 1641828, 1270684, 1335739, 1430738, 1428781, 1810725, 1600636, 1436343, 1180488, 1360098, 1763552, 1359952, 1751915, 1415482, 1485593, 1191417]",0.0,1.0,0.3333333333333333,0.25
3937,"[1302273, 1235714, 1268513, 1291183, 1230391, 1350842, 1485723]","Looking for papers co-authored by contributors of ""Robust source-range estimation using the array/waveguide invariant and a vertical array"", that delve into noise correlation effects, within the domain of underwater acoustic signal processing.","[1631131, 1737776, 1419818, 1485723, 1246593, 1345059, 1268513, 1230391, 1353308, 1302273, 1235714, 1296284, 1321461, 1230055, 1415834, 1326524, 1409907, 1394698, 1367310, 1350842]","[1419818, 1268513, 1230391, 1235714, 1321461, 1737776, 1485723, 1345059, 1302273, 1230055, 1415834, 1326524, 1409907, 1394698, 1367310, 1350842, 1353308, 1296284, 1631131, 1246593]",0.0,1.0,0.5,0.8571428571428571
6123,"[1777526, 1206163, 1629310]",Are there any papers by scholars at California Lutheran University on the topic of magnetic activity in stars that host exoplanets?,"[1206163, 1809475, 1196636, 1757476, 1629310, 1791247, 1742878, 1777526, 1638969, 1208294, 1599137, 1487714, 1811433, 1585197, 1616292, 1594845, 1639114, 1213641, 1826994, 1713461]","[1206163, 1629310, 1791247, 1742878, 1777526, 1638969, 1208294, 1599137, 1487714, 1811433, 1585197, 1616292, 1594845, 1639114, 1213641, 1826994, 1713461, 1809475, 1196636, 1757476]",1.0,1.0,1.0,1.0
11340,[1448127],Show me publications by G. Monastyrskyi on the topic of compact mid-IR light sources.,"[1448127, 1430509, 1389541, 1370509, 1602139, 1412331, 1382665, 1453911, 1452374, 1444779, 1720028, 1663936, 1481699, 1216424, 1495423, 1633801, 1714692, 1262210, 1242501, 1769443]","[1448127, 1430509, 1444779, 1720028, 1663936, 1481699, 1216424, 1495423, 1633801, 1714692, 1262210, 1242501, 1769443, 1389541, 1370509, 1602139, 1412331, 1382665, 1453911, 1452374]",1.0,1.0,1.0,1.0
8175,[1601307],"Can you show me the papers that ""Asymmetric Ejecta of Cool Supergiants and Hypergiants in the Massive Cluster Westerlund 1"" referenced, and have also presented the dynamical masses of the stars within the Westerlund 1 massive cluster?","[1589838, 1560830, 1798482, 1645394, 1216050, 1807558, 1577475, 1601307, 1556158, 1854134, 1467719, 1599951, 1526061, 1664737, 1589417, 1839530, 1824852, 1563533, 1218266, 1302160]","[1601307, 1556158, 1854134, 1467719, 1599951, 1526061, 1664737, 1589417, 1839530, 1824852, 1563533, 1218266, 1302160, 1589838, 1560830, 1798482, 1645394, 1216050, 1807558, 1577475]",1.0,1.0,1.0,1.0
11605,[1695555],Show me publications by D. A. Kiselev on the topic of domain formation in ferroelectric thin films.,"[1245999, 1443842, 1618678, 1488633, 1749984, 1286659, 1420202, 1254250, 1236267, 1243210, 1233962, 1493178, 1749246, 1688657, 1185913, 1386879, 1520205, 1364692, 1450999, 1654045]","[1286659, 1233962, 1493178, 1749246, 1688657, 1185913, 1386879, 1520205, 1364692, 1450999, 1654045, 1245999, 1443842, 1618678, 1488633, 1749984, 1420202, 1254250, 1236267, 1243210]",0.0,0.0,0.0,0.0
2332,[1328597],"I'm looking for papers from Islamic Azad University South Tehran Branch discussing ambipolar diffusion, specifically in relation to nonlinear plasma heating mechanisms. Can you help me find them?","[1224177, 1404769, 1812153, 1692609, 1227983, 1476436, 1268611, 1523994, 1257003, 1409444, 1210911, 1588888, 1476594, 1255759, 1495084, 1206293, 1250349, 1470152, 1272209, 1731531]","[1268611, 1404769, 1692609, 1227983, 1409444, 1588888, 1476594, 1255759, 1495084, 1206293, 1250349, 1470152, 1272209, 1731531, 1224177, 1812153, 1476436, 1523994, 1257003, 1210911]",0.0,0.0,0.0,0.0
1625,[1697531],Arxiv publications on angular momentum transfer in excitation-ionization collisions by authors affiliated with Henderson State University.,"[1697531, 1737280, 1753306, 1370026, 1783110, 1228222, 1688740, 1349491, 1768652, 1316189, 1635572, 1646499, 1373895, 1209456, 1641690, 1507435, 1281292, 1271118, 1406325, 1756040]","[1697531, 1737280, 1753306, 1370026, 1783110, 1228222, 1688740, 1349491, 1768652, 1316189, 1635572, 1646499, 1373895, 1209456, 1641690, 1507435, 1281292, 1271118, 1406325, 1756040]",1.0,1.0,1.0,1.0
4113,"[1438804, 1184414]",Show me publications on the structural characteristics of Bixbyite-based (La1−xLux)2O3 alloys.,"[1184414, 1438804, 1405166, 1762016, 1288677, 1217638, 1408543, 1454343, 1267808, 1508110, 1806306, 1452419, 1619457, 1778279, 1359920, 1849244, 1326072, 1394601, 1471619, 1214211]","[1184414, 1438804, 1217638, 1408543, 1267808, 1806306, 1452419, 1778279, 1359920, 1849244, 1326072, 1394601, 1471619, 1214211, 1405166, 1762016, 1288677, 1454343, 1508110, 1619457]",1.0,1.0,1.0,1.0
2908,"[1644933, 1784103, 1501739, 1697814, 1628508, 1800287]","Can you find any publications by co-authors of ""Low-cost bandpass filter for terahertz applications"" that delve into the topic of terahertz modulators?","[1483242, 1672021, 1800287, 1644933, 1740944, 1501739, 1628508, 1747241, 1819192, 1689472, 1615459, 1784103, 1697814, 1742205, 1300144, 1685266, 1808424, 1671567, 1344060, 1419826]","[1800287, 1644933, 1501739, 1628508, 1784103, 1671567, 1672021, 1747241, 1697814, 1685266, 1419826, 1483242, 1740944, 1819192, 1689472, 1615459, 1742205, 1300144, 1808424, 1344060]",1.0,1.0,1.0,1.0
6497,[1361652],Does the Children's Hospital of Philadelphia have any publications in the realm of Physics addressing pediatric imaging methodologies?,"[1694101, 1411796, 1240085, 1226526, 1345413, 1364476, 1750433, 1705183, 1257959, 1175651, 1582419, 1459270, 1351811, 1832907, 1277111, 1718667, 1643379, 1574883, 1496928, 1409934]","[1364476, 1750433, 1257959, 1175651, 1582419, 1459270, 1351811, 1832907, 1277111, 1718667, 1643379, 1574883, 1496928, 1409934, 1694101, 1411796, 1240085, 1226526, 1345413, 1705183]",0.0,0.0,0.0,0.0
6072,"[1423526, 1511783, 1503912, 1541868, 1535184, 1225430, 1315063, 1537855]","What are the papers referenced in ""Analytical eigenstates for the quantum Rabi model"" that also discuss interactions between quantum systems?","[1225430, 1818535, 1372887, 1445543, 1827622, 1669751, 1542691, 1755383, 1307807, 1613270, 1631645, 1541868, 1511783, 1828354, 1449587, 1728472, 1865838, 1422380, 1483679, 1832596]","[1818535, 1372887, 1445543, 1827622, 1669751, 1542691, 1755383, 1483679, 1307807, 1613270, 1631645, 1541868, 1511783, 1828354, 1449587, 1728472, 1865838, 1422380, 1832596, 1225430]",0.0,0.0,0.08333333333333333,0.375
3017,"[1288000, 1869219, 1548145, 1542002, 1543826]",Show me papers by W. Snoeys on the topic of charged-particle distributions at high rapidity.,"[1199204, 1250481, 1417713, 1467818, 1760827, 1623956, 1806151, 1508664, 1649680, 1189041, 1809659, 1344723, 1296837, 1468863, 1349356, 1362656, 1564846, 1423213, 1840142, 1358423]","[1199204, 1250481, 1417713, 1467818, 1760827, 1623956, 1189041, 1809659, 1344723, 1296837, 1468863, 1423213, 1806151, 1508664, 1649680, 1349356, 1362656, 1564846, 1840142, 1358423]",0.0,0.0,0.0,0.0
1762,"[1406577, 1356969, 1213724]",Does Reykjavík University have any publications on the topic of THz frequency oscillations in vacuum microdiodes specifically within the context of Diode studies?,"[1406577, 1306558, 1356969, 1173280, 1521486, 1241173, 1195664, 1710119, 1216104, 1853663, 1213724, 1377839, 1339409, 1493756, 1467812, 1483925, 1482120, 1568523, 1302310, 1238627]","[1406577, 1306558, 1356969, 1173280, 1521486, 1241173, 1195664, 1710119, 1216104, 1853663, 1213724, 1377839, 1339409, 1493756, 1467812, 1483925, 1482120, 1568523, 1238627, 1302310]",1.0,1.0,1.0,1.0
1903,[1663136],"Show me papers discussing glucose detection through plasmonic nanostructures, which have also been referenced in the paper titled ""Hybrid cavity-coupled plasmonic biosensors for low concentration, label-free and selective biomolecular detection"".","[1713483, 1180866, 1562738, 1313902, 1269538, 1291016, 1566071, 1270639, 1401189, 1498723, 1437818, 1579902, 1685621, 1692275, 1556784, 1364924, 1663136, 1237311, 1308879, 1661260]","[1663136, 1713483, 1180866, 1562738, 1313902, 1269538, 1291016, 1566071, 1270639, 1401189, 1498723, 1437818, 1579902, 1556784, 1237311, 1661260, 1685621, 1692275, 1364924, 1308879]",1.0,1.0,1.0,1.0
5774,[1297908],Find me papers that explore the applications of quantum cascade lasers and either cite or are cited by the paper titled 'Parallel fiber amplifiers with carrier–envelope drift control for coherent combination of optical frequency combs'.,"[1297908, 1589257, 1446744, 1588173, 1653036, 1558103, 1418979, 1695833, 1450320, 1346625, 1386394, 1557729, 1517304, 1497567, 1725717, 1472379, 1286955, 1439667, 1576429, 1300841]","[1297908, 1653036, 1450320, 1346625, 1386394, 1557729, 1517304, 1497567, 1725717, 1472379, 1286955, 1439667, 1576429, 1300841, 1589257, 1446744, 1588173, 1558103, 1418979, 1695833]",1.0,1.0,1.0,1.0
9440,"[1352032, 1394662, 1587240, 1263946, 1472497, 1400918, 1254682, 1242556, 1416511]","Search for publications exploring electron acceleration within gas discharges that are referenced by ""Numerical investigation of the parameters of a runaway electron beam generated in a gas-filled atmospheric-pressure hot-channel diode"".","[1757502, 1416511, 1400918, 1474870, 1461727, 1536135, 1760811, 1811026, 1583765, 1756155, 1242556, 1254682, 1263946, 1394662, 1587240, 1472497, 1352032, 1810434, 1830253, 1619452]","[1416511, 1400918, 1811026, 1242556, 1810434, 1757502, 1461727, 1474870, 1536135, 1254682, 1263946, 1394662, 1587240, 1472497, 1352032, 1830253, 1619452, 1760811, 1583765, 1756155]",1.0,1.0,1.0,1.0
4688,"[1751153, 1577435, 1592255]",Show me articles on Arxiv related to star formation in dwarf galaxy groups within the HIPASS survey.,"[1751153, 1496711, 1524543, 1842740, 1540565, 1509979, 1342595, 1543045, 1808427, 1183289, 1789887, 1477461, 1590358, 1502692, 1872729, 1686046, 1372662, 1837365, 1211804, 1776421]","[1751153, 1496711, 1524543, 1842740, 1540565, 1509979, 1342595, 1543045, 1808427, 1183289, 1789887, 1477461, 1590358, 1502692, 1872729, 1686046, 1372662, 1837365, 1211804, 1776421]",1.0,1.0,1.0,0.3333333333333333
12264,"[1812011, 1676132]","Which papers by authors of ""Allowance for polarization in passive space sensing of reflective properties of the Earth’s surface"" explore the impact of polarization effects on the analysis of Earth's surface satellite imagery?","[1812011, 1676132, 1521570, 1585568, 1231091, 1569415, 1777825, 1266001, 1417976, 1737745, 1338226, 1546625, 1671724, 1773985, 1775020, 1373921, 1276951, 1767662, 1869584, 1719141]","[1812011, 1676132, 1266001, 1521570, 1585568, 1231091, 1569415, 1777825, 1737745, 1338226, 1546625, 1671724, 1773985, 1775020, 1373921, 1276951, 1767662, 1869584, 1719141, 1417976]",1.0,1.0,1.0,1.0
6446,"[1594315, 1570159]","What are the papers that reference ""Measurement of the b-hadron production cross section using decays to D*(+)mu X- final states in pp collisions at root s=7 TeV with the ATLAS detector"" and also delve into luminosity calibration methods for the LHC?","[1594315, 1570159, 1673405, 1352611, 1579523, 1198595, 1606372, 1556597, 1236607, 1297159, 1554737, 1529859, 1399661, 1410850, 1374910, 1767747, 1721895, 1574334, 1595443, 1563232]","[1297159, 1554737, 1529859, 1399661, 1410850, 1374910, 1767747, 1721895, 1574334, 1595443, 1563232, 1352611, 1198595, 1594315, 1570159, 1673405, 1579523, 1606372, 1556597, 1236607]",0.0,0.0,0.07142857142857142,1.0
12362,[1858588],Could you show me the papers by Camila S. Machado which discuss Feynman rules in the context of quantum field theories or computations?,"[1726993, 1815791, 1867568, 1543062, 1321983, 1583637, 1830470, 1305126, 1423494, 1186550, 1733726, 1347091, 1431651, 1621307, 1825895, 1279922, 1520042, 1784531, 1858588, 1789563]","[1186550, 1733726, 1347091, 1431651, 1621307, 1825895, 1279922, 1520042, 1784531, 1858588, 1789563, 1726993, 1815791, 1867568, 1543062, 1321983, 1583637, 1830470, 1305126, 1423494]",0.0,0.0,0.1,1.0
5664,[1836671],Could you show me a collection of scholarly articles related to Nitrobenzene that discuss kinetic models for laser-induced fragmentation?,"[1836671, 1870124, 1471071, 1335048, 1544539, 1355860, 1687590, 1382981, 1313900, 1470230, 1314051, 1323127, 1346980, 1268537, 1498527, 1597736, 1759009, 1484762, 1408006, 1548732]","[1836671, 1870124, 1544539, 1471071, 1335048, 1355860, 1687590, 1382981, 1313900, 1470230, 1314051, 1323127, 1346980, 1268537, 1498527, 1597736, 1759009, 1484762, 1408006, 1548732]",1.0,1.0,1.0,1.0
7208,"[1222816, 1603525, 1669972, 1770232, 1284986]",Publications by authors affiliated with Ussuriysk Astrophysical Observatory on the relationship between eruptive filaments and solar magnetic fields,"[1375673, 1681742, 1601292, 1584433, 1837398, 1404330, 1497321, 1788599, 1240726, 1730210, 1536734, 1250426, 1322551, 1677303, 1788862, 1303539, 1317156, 1485003, 1639629, 1562018]","[1497321, 1250426, 1322551, 1639629, 1375673, 1681742, 1601292, 1584433, 1837398, 1404330, 1788599, 1240726, 1730210, 1536734, 1677303, 1788862, 1303539, 1317156, 1485003, 1562018]",0.0,0.0,0.0,0.0
11913,"[1502074, 1408635, 1403068, 1273941]","Looking for papers having a coauthor in common with ""Quantitative analysis of strain distribution in InAs/InAs1−xSbx superlattices"", within the same research discipline, and suggesting a novel FPA architecture.","[1497712, 1554268, 1687620, 1267454, 1782943, 1780035, 1491475, 1235654, 1494160, 1525426, 1675985, 1288747, 1623335, 1230352, 1309010, 1315482, 1550685, 1222212, 1818594, 1312522]","[1497712, 1554268, 1687620, 1267454, 1782943, 1780035, 1491475, 1235654, 1494160, 1525426, 1675985, 1288747, 1623335, 1230352, 1309010, 1315482, 1550685, 1222212, 1818594, 1312522]",0.0,0.0,0.0,0.0
4429,[1451630],"Are there any papers authored by the same writer as ""Triton photodisintegration in three-dimensional approach"", discussing a nuclear process from 2013, and within the same discipline as the primary paper?","[1338078, 1548094, 1441285, 1570563, 1447071, 1232933, 1691936, 1371098, 1772443, 1557451, 1515806, 1610817, 1525694, 1383122, 1353548, 1529577, 1786364, 1432308, 1270297, 1451630]","[1232933, 1371098, 1772443, 1557451, 1515806, 1610817, 1525694, 1383122, 1353548, 1529577, 1786364, 1432308, 1270297, 1451630, 1338078, 1548094, 1441285, 1570563, 1447071, 1691936]",0.0,0.0,0.07142857142857142,1.0
9819,[1650165],Show me papers where Davood Abbaszadeh is the author and the topic is the creation of PLEDs utilizing a stable aluminum cathode in air.,"[1650165, 1353347, 1664925, 1213345, 1435037, 1686651, 1619967, 1837252, 1411843, 1228979, 1298265, 1215055, 1644401, 1642465, 1783142, 1373590, 1704807, 1539008, 1437855, 1814404]","[1650165, 1353347, 1664925, 1213345, 1435037, 1619967, 1411843, 1298265, 1215055, 1644401, 1642465, 1783142, 1373590, 1539008, 1437855, 1686651, 1837252, 1228979, 1704807, 1814404]",1.0,1.0,1.0,1.0
8608,[1351335],Show me publications by Li Yi on the investigation of flow and nonflow elements in particle collision events.,"[1712154, 1187588, 1726052, 1545747, 1617304, 1333021, 1457835, 1705595, 1450242, 1536533, 1256874, 1632543, 1427975, 1335089, 1206106, 1671688, 1834908, 1514729, 1547374, 1346783]","[1187588, 1726052, 1617304, 1333021, 1450242, 1256874, 1632543, 1427975, 1335089, 1206106, 1834908, 1514729, 1547374, 1346783, 1712154, 1545747, 1457835, 1705595, 1536533, 1671688]",0.0,0.0,0.0,0.0
11621,[1807376],"Show me the papers that are authored by the coauthors of ""Self-Dual Soliton Solution in a Generalized Jackiw-Pi Model"", and discuss compacton configurations.","[1283643, 1807376, 1622096, 1289904, 1342718, 1586878, 1383261, 1385411, 1184079, 1824150, 1311432, 1264647, 1782786, 1282573, 1447545, 1866278, 1844654, 1715831, 1272017, 1725255]","[1283643, 1807376, 1622096, 1289904, 1342718, 1586878, 1383261, 1385411, 1184079, 1824150, 1311432, 1866278, 1844654, 1715831, 1272017, 1725255, 1264647, 1782786, 1282573, 1447545]",0.0,1.0,0.5,1.0
936,"[1238905, 1558354]",Could you find any papers written by Yan Xu focusing on the research of the impact of additives? I'm particularly interested in those which offer an analysis of the effects of these additives.,"[1318042, 1698958, 1241776, 1852426, 1228739, 1427546, 1605192, 1580462, 1757362, 1489421, 1356588, 1428314, 1772220, 1562727, 1200280, 1555736, 1599212, 1740566, 1256991, 1251886]","[1757362, 1489421, 1428314, 1772220, 1562727, 1200280, 1599212, 1740566, 1256991, 1251886, 1318042, 1698958, 1241776, 1852426, 1228739, 1427546, 1605192, 1580462, 1356588, 1555736]",0.0,0.0,0.0,0.0
3345,"[1745665, 1687491]",2017 publications on multiplex networks by Central European University researchers,"[1480732, 1564974, 1436309, 1195241, 1616477, 1614256, 1335153, 1196427, 1416247, 1559693, 1714223, 1260149, 1701494, 1394667, 1694560, 1407961, 1721808, 1393716, 1578337, 1760262]","[1714223, 1701494, 1721808, 1393716, 1760262, 1480732, 1564974, 1436309, 1195241, 1616477, 1614256, 1335153, 1196427, 1416247, 1559693, 1260149, 1394667, 1694560, 1407961, 1578337]",0.0,0.0,0.0,0.0
5883,"[1687412, 1692903]",Search for publications on nanomaterials synthesis by authors affiliated with Khadir Mohideen College.,"[1403394, 1277905, 1531112, 1330651, 1380883, 1516920, 1577746, 1214122, 1489082, 1386709, 1551869, 1760698, 1454950, 1381094, 1580451, 1692903, 1687412, 1400457, 1753842, 1293127]","[1277905, 1531112, 1330651, 1516920, 1577746, 1214122, 1489082, 1386709, 1551869, 1760698, 1454950, 1580451, 1692903, 1687412, 1400457, 1753842, 1293127, 1403394, 1380883, 1381094]",0.0,0.0,0.07692307692307693,1.0
2999,"[1784227, 1787603]",Show me the research papers written by Bin Shao focusing on thermoelectric properties.,"[1642094, 1536696, 1774336, 1329296, 1511099, 1475313, 1783165, 1514217, 1629214, 1541011, 1365729, 1592237, 1737766, 1319624, 1667671, 1399969, 1569162, 1701228, 1502092, 1389587]","[1642094, 1536696, 1774336, 1329296, 1511099, 1783165, 1514217, 1629214, 1737766, 1319624, 1399969, 1475313, 1541011, 1365729, 1592237, 1667671, 1569162, 1701228, 1502092, 1389587]",0.0,0.0,0.0,0.0
4308,[1356342],"Can you find papers that explore the impact of variables on horizontal buoyant jets and have referenced or been referenced by the study ""A convective-like energy-stable open boundary condition for simulations of incompressible flows""?","[1356342, 1293359, 1218531, 1198279, 1742770, 1530097, 1272185, 1305953, 1245334, 1288849, 1699270, 1517668, 1463028, 1202866, 1185774, 1729078, 1539025, 1719653, 1227398, 1216488]","[1356342, 1293359, 1288849, 1699270, 1517668, 1463028, 1185774, 1539025, 1218531, 1198279, 1742770, 1530097, 1272185, 1305953, 1245334, 1202866, 1729078, 1719653, 1227398, 1216488]",1.0,1.0,1.0,1.0
3331,"[1426592, 1574977, 1384962, 1607495, 1403912, 1523688, 1445452, 1404852, 1461364]","What are the papers discussed about planet pairs near resonances that also reference the paper ""Eight planets in four multi-planet systems via transit timing variations in 1350 days?","[1461364, 1237631, 1460879, 1426592, 1384962, 1607495, 1445452, 1574977, 1403912, 1867650, 1251394, 1609511, 1453430, 1858626, 1577669, 1404852, 1523688, 1479723, 1507932, 1204247]","[1237631, 1461364, 1460879, 1426592, 1384962, 1607495, 1445452, 1574977, 1403912, 1867650, 1251394, 1609511, 1453430, 1858626, 1577669, 1404852, 1523688, 1479723, 1507932, 1204247]",0.0,1.0,0.5,1.0
1320,"[1381024, 1381624]","Does the Sainsbury Laboratory have any publications on Supernovae, incorporating recent molecular data in their examination of these cosmic events?","[1387946, 1508823, 1743929, 1281457, 1462261, 1642389, 1792912, 1393704, 1358763, 1567886, 1427904, 1320990, 1265275, 1407596, 1413429, 1305059, 1554524, 1806155, 1230252, 1600334]","[1387946, 1508823, 1743929, 1281457, 1462261, 1642389, 1792912, 1393704, 1358763, 1567886, 1427904, 1554524, 1230252, 1600334, 1265275, 1305059, 1320990, 1407596, 1413429, 1806155]",0.0,0.0,0.0,0.0
7070,[1291781],"Show me publications from the co-authors of ""Air quality and thermal comfort levels under extreme hot weather"", specifically those which analyze the comparison between satellite and model estimates of air quality from 2009-2010.","[1313050, 1792930, 1333495, 1862382, 1218323, 1315270, 1502536, 1758728, 1650841, 1291781, 1581102, 1769150, 1856254, 1560923, 1871647, 1869824, 1620323, 1554636, 1868353, 1388381]","[1291781, 1581102, 1769150, 1856254, 1560923, 1871647, 1869824, 1620323, 1554636, 1868353, 1388381, 1315270, 1313050, 1792930, 1333495, 1862382, 1218323, 1502536, 1758728, 1650841]",1.0,1.0,1.0,1.0
5520,"[1595553, 1710844, 1691333, 1741190, 1427437, 1581391, 1616277, 1745973, 1629943, 1402137, 1582268, 1566206]","What are the references to other studies examining multi-frequency radio observations of galaxies in the work ""The clustering and bias of radio-selected AGN and star-forming galaxies in the COSMOS field""?","[1608693, 1578994, 1568797, 1595553, 1290010, 1741190, 1327822, 1596855, 1345123, 1581391, 1840367, 1691622, 1836881, 1691333, 1745973, 1181551, 1812403, 1586560, 1731354, 1849120]","[1608693, 1578994, 1568797, 1595553, 1290010, 1741190, 1327822, 1596855, 1345123, 1840367, 1691622, 1836881, 1691333, 1745973, 1181551, 1812403, 1586560, 1731354, 1849120, 1581391]",0.0,1.0,0.25,0.4166666666666667
12569,"[1319585, 1475811]",Find papers by José M. Perez-Lorenzo on sound source localization with microphones.,"[1319585, 1475811, 1532334, 1697996, 1393494, 1340880, 1316724, 1615056, 1617758, 1295860, 1467272, 1668746, 1745948, 1525219, 1649566, 1692182, 1271421, 1728230, 1703701, 1400502]","[1475811, 1319585, 1295860, 1467272, 1668746, 1745948, 1525219, 1649566, 1692182, 1271421, 1728230, 1703701, 1400502, 1532334, 1697996, 1393494, 1340880, 1316724, 1615056, 1617758]",1.0,1.0,1.0,1.0
730,[1741341],Show me publications by Weiduo Zhao on reducing torque in military vehicles.,"[1597094, 1518268, 1741341, 1547166, 1348671, 1269612, 1335691, 1617302, 1753803, 1619136, 1753185, 1693869, 1666025, 1355258, 1389263, 1538209, 1402797, 1557944, 1326053, 1546279]","[1597094, 1518268, 1741341, 1547166, 1348671, 1269612, 1335691, 1617302, 1753803, 1619136, 1753185, 1693869, 1666025, 1355258, 1389263, 1538209, 1402797, 1557944, 1326053, 1546279]",0.0,1.0,0.3333333333333333,1.0
